,Test Y,Model Predictions
1379,0,1.8340541
1380,1,3.6810942
1381,1,2.9629617
1382,2,3.6980777
1383,0,1.4257475
1384,1,1.8904383
1385,0,2.1955476
1386,1,2.1386538
1387,0,3.1974006
1388,1,1.2316451
1389,0,1.1091466
1390,1,2.1684852
1391,0,1.0752443
1392,3,2.800972
1393,0,0.9207622
1394,1,1.3713926
1395,0,0.525481
1396,1,1.7097406
1397,0,1.3182472
1398,1,5.6931863
1399,0,0.9848954
1400,0,1.2516999
1401,1,0.95744926
1402,0,0.9953668
1403,0,1.0788078
1404,0,1.4057875
1405,0,1.6344163
1406,1,4.0359426
1407,0,1.3995768
1408,0,1.3842702
1409,0,4.209939
1410,1,2.756215
1411,1,1.1661507
1412,1,3.8793635
1413,0,1.011554
1414,0,1.3000495
1415,0,1.1038991
1416,1,1.0765481
1417,0,1.236275
1418,0,0.89652187
1419,3,5.013095
1420,1,1.5780141
1421,11,19.907213
1422,0,1.1231729
1423,5,6.8728876
1424,0,0.94027716
1425,1,1.4952621
1426,2,1.5591489
1427,1,1.3490608
1428,0,1.2859491
1429,0,1.0123558
1430,0,1.085547
1431,0,4.0232725
1432,0,1.0757132
1433,1,3.0928426
1434,0,1.1156329
1435,0,1.3326153
1436,1,1.5959388
1437,4,4.202145
1438,1,1.2529252
1439,0,1.1659427
1440,1,1.544425
1441,1,1.5480677
1442,2,3.9134612
1443,0,1.6007156
1444,0,1.1219747
1445,0,1.0783597
1446,0,4.0449414
1447,1,3.3096302
1448,1,1.4689875
1449,1,1.2876012
1450,1,3.0629592
1451,3,2.1623354
1452,4,3.5154724
1453,0,3.9001164
1454,0,3.1033325
1455,0,1.2660546
1456,1,1.0019433
1457,1,1.6202449
1458,0,0.91953087
1459,0,1.6899602
1460,1,0.9958788
1461,0,0.8841113
1462,1,1.3507236
1463,0,1.4367119
1464,5,4.5688314
1465,0,1.3000288
1466,0,2.1752217
1467,14,23.830084
1468,135,189.32684
1469,1,1.4958009
1470,9,8.163317
1471,0,1.6228007
1472,0,1.8674339
1473,0,1.4451245
1474,4,1.261935
1475,0,1.1097581
1476,1,1.4476357
1477,2,1.2338574
1478,1,1.4092336
1479,0,1.3486174
1480,0,1.2086655
1481,0,1.0270232
1482,0,1.2811688
1483,0,1.3841639
1484,0,1.1528819
1485,1,0.96395326
1486,0,1.3123122
1487,0,2.5366142
1488,0,1.2689714
1489,0,1.0611261
1490,9,4.8918514
1491,4,3.2942784
1492,1,1.4065676
1493,2,1.1805283
1494,1,1.04138
1495,0,0.9499839
1496,1,2.451468
1497,0,0.9268112
1498,2,1.5571685
1499,1,1.4237437
1500,1,0.88229966
1501,1,0.9921912
1502,1,0.93434715
1503,0,2.545456
1504,0,0.9382224
1505,1,1.875955
1506,0,1.1749123
1507,2,5.022147
1508,0,1.1751261
1509,0,3.6991692
1510,0,0.76086146
1511,0,1.0225856
1512,4,8.044873
1513,0,1.1877973
1514,0,1.2550443
1515,0,1.2257179
1516,0,2.8215404
1517,0,1.7681597
1518,0,2.212973
1519,0,1.6845632
1520,1,2.3795147
1521,1,0.94264966
1522,0,1.6391461
1523,0,2.5239563
1524,1,3.0410123
1525,0,1.6430988
1526,0,2.4450755
1527,2,2.1731944
1528,0,1.723078
1529,0,1.2787318
1530,0,1.6026578
1531,0,0.3752731
1532,2,1.6219138
1533,0,1.1007695
1534,4,6.378091
1535,0,1.1593623
1536,9,12.471346
1537,0,1.0661969
1538,0,0.1968286
1539,0,0.43216944
1540,0,0.9515896
1541,0,0.936593
1542,0,1.5525405
1543,1,0.909178
1544,0,0.8583838
1545,0,0.8141019
1546,0,0.8582664
1547,0,0.75530267
1548,2,2.4556355
1549,1,0.94751203
1550,0,0.7043213
1551,0,0.7756918
1552,1,0.0
1553,1,10.372116
1554,0,1.1284424
1555,0,1.1119491
1556,1,0.7051236
1557,0,0.8197208
1558,0,1.136848
1559,1,2.089043
1560,1,0.2707566
1561,0,0.37194157
1562,0,1.2601541
1563,0,1.2697915
1564,1,1.1525989
1565,0,1.1416297
1566,3,2.0605717
1567,0,1.4764159
1568,1,1.2940602
1569,1,2.0751898
1570,0,1.3825153
1571,0,1.0546837
1572,0,0.9563296
1573,0,1.2382904
1574,0,1.3335909
1575,0,0.6999041
1576,0,0.8448106
1577,0,1.0055586
1578,0,0.7623765
1579,2,5.5011964
1580,2,8.508121
1581,4,7.3766284
1582,1,1.8915017
1583,0,2.475027
1584,0,1.3773822
1585,1,5.5133348
1586,7,7.682992
1587,1,1.272949
1588,1,1.2399583
1589,2,4.9323373
1590,1,1.2063171
1591,0,0.95806324
1592,5,6.0185676
1593,2,1.9911096
1594,0,0.9971676
1595,5,3.397397
1596,1,0.8253482
1597,0,1.5109199
1598,13,16.311037
1599,0,1.3950509
1600,4,8.365747
1601,0,1.3355378
1602,0,1.2056342
1603,1,1.1410816
1604,0,1.2596965
1605,1,1.5325834
1606,2,4.9192452
1607,0,1.4895501
1608,0,2.4734805
1609,0,2.114747
1610,1,1.3723744
1611,2,1.0839355
1612,1,1.0024018
1613,2,6.018879
1614,5,6.45864
1615,1,1.087053
1616,1,3.6123824
1617,0,1.50671
1618,2,0.96227396
1619,4,5.098623
1620,1,0.4873637
1621,0,0.822357
1622,0,1.1481742
1623,3,8.038584
1624,0,1.4248694
1625,4,1.0570818
1626,2,0.5342031
1627,0,1.1753361
1628,1,0.7017507
1629,0,1.1567827
1630,0,1.0347809
1631,0,1.2144295
1632,1,2.2160058
1633,10,8.988279
1634,1,1.041916
1635,0,1.0142763
1636,1,1.0083256
1637,0,0.9846676
1638,0,0.9682423
1639,1,2.693298
1640,1,0.88910574
1641,1,1.3309382
1642,0,0.9269088
1643,3,1.4739802
1644,3,5.509096
1645,95,139.24136
1646,1,1.8656089
1647,1,1.9789311
1648,1,1.1375823
1649,2,0.85871774
1650,2,8.780361
1651,3,1.2739592
1652,0,3.1399407
1653,1,3.7717295
1654,0,1.306796
1655,3,5.2739644
1656,0,2.0249028
1657,3,8.273705
1658,3,3.5217476
1659,1,1.5774516
1660,1,1.4184105
1661,0,1.150929
1662,0,1.4894744
1663,1,1.5986264
1664,4,7.6233363
1665,5,7.249732
1666,0,0.8329509
1667,2,3.0705383
1668,2,1.4775501
1669,0,0.8105277
1670,0,1.0787342
1671,1,1.5614326
1672,1,1.1802363
1673,0,1.4902871
1674,0,1.224103
1675,2,1.2720335
1676,1,2.9196544
1677,2,1.5302086
1678,0,1.6880943
1679,1,1.6950183
1680,0,1.9441972
1681,1,2.8330193
1682,0,1.6717323
1683,0,1.9290607
1684,2,10.363168
1685,0,1.884931
1686,0,1.62044
1687,1,1.5235122
1688,2,8.899155
1689,0,1.3016071
1690,2,1.4254432
1691,1,1.5763943
1692,0,1.4872327
1693,2,1.3930956
1694,0,1.3157336
1695,1,1.710811
1696,0,1.8443935
1697,0,1.3239785
1698,2,8.052654
1699,3,1.6641766
1700,3,10.077332
1701,2,1.270877
1702,2,9.454421
1703,5,11.516542
1704,0,1.0810156
1705,0,1.6823704
1706,4,1.7572494
1707,0,1.3405232
1708,54,66.393074
1709,0,1.7460762
1710,3,6.6017547
1711,0,6.8954215
1712,5,7.094207
1713,0,1.2554989
1714,0,1.9101462
1715,0,1.2057459
1716,0,1.1916904
1717,0,1.1184653
1718,1,1.6746686
1719,2,1.8149962
1720,0,1.471938
1721,0,1.1319324
1722,0,1.8302177
1723,1,1.2404286
1724,1,3.4070625
1725,0,1.3844279
1726,0,0.9673151
1727,0,1.6819144
1728,0,1.8608476
1729,1,0.4501753
1730,0,1.6038996
1731,0,1.8505454
1732,3,1.0937877
1733,1,1.8936497
1734,0,1.1945381
1735,0,0.8387751
1736,2,3.0167322
1737,0,2.1929164
1738,0,1.8044323
1739,0,1.6845633
1740,2,2.7941556
1741,1,2.7791193
1742,0,2.527851
1743,4,5.620497
1744,2,1.9183453
1745,0,2.1686838
1746,0,0.9377329
1747,0,1.0909408
1748,0,1.55456
1749,2,2.4252174
1750,1,2.3730943
1751,0,1.0649986
1752,3,4.626615
1753,0,1.5441743
1754,0,0.91733444
1755,1,1.6851565
1756,0,3.2205966
1757,0,1.5089545
1758,4,3.988927
1759,3,1.5858693
1760,0,1.767756
1761,5,3.007399
1762,0,2.0439112
1763,0,1.4643016
1764,0,1.6956948
1765,0,2.4136941
1766,0,1.4727446
1767,2,3.080606
1768,1,2.6294458
1769,0,2.0166118
1770,3,2.7192864
1771,1,0.6974312
1772,1,1.5786724
1773,2,1.7149398
1774,2,3.0930276
1775,1,4.809385
1776,0,0.40993953
1777,6,6.6188655
1778,0,1.2542207
1779,1,1.6664131
1780,3,1.4975337
1781,1,5.2562537
1782,2,6.194941
1783,0,1.3780409
1784,8,8.903631
1785,2,1.7777247
1786,1,1.3502226
1787,1,2.189796
1788,2,2.5118012
1789,1,4.1189637
1790,2,2.1096945
1791,0,3.6351728
1792,0,1.6443832
1793,1,1.0624449
1794,0,1.3897119
1795,1,1.2990382
1796,0,3.3253756
1797,2,1.703167
1798,0,3.1451216
1799,1,1.487488
1800,1,1.8667128
1801,6,3.4549172
1802,0,1.0713675
1803,1,1.3119495
1804,0,1.3288918
1805,2,2.059733
1806,1,1.6326109
1807,4,3.1097171
1808,2,3.119542
1809,2,3.47305
1810,1,1.1567607
1811,0,1.6793692
1812,3,1.9220068
1813,2,2.045201
1814,2,3.0576572
1815,0,1.1915189
1816,0,1.1056565
1817,0,2.1876366
1818,1,1.1617231
1819,2,3.2656813
1820,0,1.1401026
1821,1,1.5006857
1822,0,0.6304797
1823,0,2.4760544
1824,0,1.286682
1825,2,6.037719
1826,0,0.94773465
1827,0,1.2934674
1828,0,0.92770505
1829,0,0.95746773
1830,0,1.0923736
1831,0,0.89945006
1832,2,1.7801062
1833,1,4.3721766
1834,0,0.0
1835,0,1.3441956
1836,2,4.3482027
1837,0,4.0286746
1838,1,1.1843545
1839,3,3.2250767
1840,1,1.147553
1841,0,1.498887
1842,1,0.35270846
1843,2,1.3269106
1844,1,1.5085626
1845,1,1.132555
1846,1,4.0919843
1847,0,2.8140602
1848,15,17.280693
1849,1,1.482017
1850,2,7.500504
1851,0,1.2359202
1852,0,1.37464
1853,0,2.4645424
1854,0,1.921276
1855,0,1.8131468
1856,0,1.3764908
1857,0,1.4945261
1858,1,4.341841
1859,0,1.5411178
1860,4,3.5599866
1861,0,1.5843358
1862,0,0.7860468
1863,1,1.6431334
1864,1,4.2899017
1865,0,1.1485777
1866,0,1.0857177
1867,2,1.4532044
1868,1,0.82749665
1869,7,4.6828957
1870,3,1.8032031
1871,2,1.1907127
1872,1,1.1771791
1873,2,4.825947
1874,1,2.680791
1875,0,1.7103412
1876,0,1.5055246
1877,1,3.7598472
1878,2,1.563449
1879,4,5.502278
1880,3,3.9354029
1881,0,3.3293679
1882,0,0.87636316
1883,0,0.5660596
1884,0,1.2886722
1885,1,1.2715695
1886,2,1.7434678
1887,0,1.3947439
1888,0,1.250147
1889,2,1.6152148
1890,1,1.8762114
1891,5,3.8469234
1892,1,1.8257626
1893,0,2.2005067
1894,11,16.610502
1895,161,197.08157
1896,1,1.8522644
1897,11,8.607931
1898,0,2.0001662
1899,2,2.929707
1900,0,1.0920599
1901,1,1.4138514
1902,0,1.2570837
1903,1,1.6041374
1904,0,1.3894479
1905,0,1.5610005
1906,2,1.4971784
1907,0,1.3640602
1908,0,1.1809411
1909,1,1.436261
1910,1,1.5616574
1911,0,1.3219476
1912,1,1.1366898
1913,1,1.3470044
1914,0,2.3140936
1915,0,1.4888427
1916,0,1.25087
1917,9,3.6079035
1918,4,3.6437855
1919,2,1.8420074
1920,0,1.3391762
1921,1,1.2051536
1922,1,1.1429431
1923,5,2.4292667
1924,0,1.1506393
1925,0,1.8505319
1926,1,1.7151465
1927,0,1.1138704
1928,0,1.2223822
1929,3,1.2483184
1930,2,2.8506868
1931,0,1.1916082
1932,0,2.2488236
1933,1,1.6206394
1934,2,4.939638
1935,1,1.6654398
1936,1,3.489621
1937,0,1.0405688
1938,0,1.5252334
1939,2,6.8892875
1940,0,1.7923927
1941,0,1.9762689
1942,1,1.9397521
1943,0,2.78269
1944,2,2.7599206
1945,0,2.411043
1946,0,2.6125526
1947,0,3.249499
1948,1,1.495393
1949,0,2.5261383
1950,1,2.391799
1951,1,4.7904267
1952,0,2.5591881
1953,1,2.3175569
1954,1,3.220252
1955,0,3.6897664
1956,0,1.3759352
1957,2,1.8352407
1958,0,2.7976205
1959,2,1.9296441
1960,0,1.200628
1961,1,6.2771306
1962,0,1.2888844
1963,10,10.820672
1964,1,1.1045271
1965,2,1.9262145
1966,0,1.2358211
1967,0,0.978972
1968,1,0.9843982
1969,2,1.5561678
1970,1,0.9940734
1971,0,0.9908136
1972,0,1.0333748
1973,1,1.0409226
1974,4,0.9316671
1975,0,2.0563176
1976,1,1.1252531
1977,0,0.8858709
1978,0,0.9559581
1979,0,0.0
1980,2,7.926691
1981,2,0.78561777
1982,0,0.8031452
1983,1,0.9548737
1984,0,0.98520046
1985,0,0.93419516
1986,0,6.6420817
1987,0,1.6061594
1988,1,1.2137048
1989,0,1.2873942
1990,0,1.3119805
1991,1,1.2287226
1992,0,1.2336199
1993,2,1.2753642
1994,0,1.3861392
1995,0,1.2867041
1996,0,1.4842798
1997,0,1.4030733
1998,0,1.3132378
1999,0,1.2754068
2000,1,1.4467956
2001,0,0.71935576
2002,0,1.3188713
2003,1,1.4656236
2004,3,1.6011003
2005,0,1.4472227
2006,4,8.771878
2007,2,10.478553
2008,9,8.326747
2009,0,2.329813
2010,3,3.1067457
2011,0,1.8561969
2012,1,6.5386395
2013,4,8.198848
2014,1,1.6060405
2015,1,1.6521062
2016,3,6.195494
2017,1,1.3588735
2018,2,1.9658055
2019,11,7.2158747
2020,5,4.1367583
2021,1,2.086597
2022,9,5.8417373
2023,2,1.2253605
2024,3,0.9697324
2025,8,11.918279
2026,1,2.7539978
2027,9,9.189874
2028,0,0.92525136
2029,0,1.1129802
2030,1,1.1064014
2031,0,1.137635
2032,2,1.2625567
2033,1,4.532234
2034,0,1.3470345
2035,2,1.6148572
2036,0,4.209594
2037,1,3.4636698
2038,2,3.133202
2039,1,2.1232133
2040,5,7.657154
2041,2,7.866948
2042,0,1.2864642
2043,0,4.6576867
2044,0,1.2062652
2045,0,1.5954679
2046,7,6.025786
2047,1,2.5850234
2048,0,1.1015873
2049,0,1.2814269
2050,3,7.215311
2051,0,1.3048546
2052,1,0.84289646
2053,5,0.54337853
2054,1,1.1464458
2055,1,0.8182817
2056,0,1.4933983
2057,0,1.0936465
2058,2,1.438008
2059,1,3.9451337
2060,11,11.473485
2061,3,1.2165751
2062,0,1.4967498
2063,0,1.5429192
2064,0,1.5622447
2065,0,1.5087857
2066,4,1.8294019
2067,0,1.4673679
2068,1,1.4987701
2069,0,1.4266853
2070,2,1.6567433
2071,8,5.3249803
2072,122,153.4997
2073,2,3.1917522
2074,1,2.194271
2075,0,2.851738
2076,0,3.5960836
2077,3,7.628077
2078,4,4.0595465
2079,4,5.2685823
2080,2,2.7845407
2081,0,1.4468907
2082,4,3.9786835
2083,2,2.314756
2084,7,7.3580055
2085,1,4.144637
2086,0,1.950018
2087,2,1.7595785
2088,0,1.3481688
2089,2,1.8488517
2090,1,1.9403937
2091,4,8.165837
2092,2,8.595113
2093,0,1.159246
2094,4,4.578408
2095,3,2.1762843
2096,0,1.203196
2097,1,1.5817218
2098,0,2.4330366
2099,0,1.3243449
2100,1,1.970325
2101,0,1.2554431
2102,2,1.380423
2103,4,6.135549
2104,2,2.9348087
2105,0,2.1661382
2106,2,2.1588416
2107,0,2.3559902
2108,2,3.0078022
2109,1,2.0685058
2110,0,2.378605
2111,5,7.4832964
2112,2,2.2920763
2113,1,1.925044
2114,0,1.75025
2115,5,7.3815017
2116,0,1.4275783
2117,0,1.7575834
2118,0,2.037157
2119,0,1.8315058
2120,0,1.5829265
2121,0,1.4166844
2122,1,2.0110998
2123,1,2.318619
2124,0,1.428257
2125,3,7.6848407
2126,2,2.1797862
2127,5,8.520102
2128,0,1.6068174
2129,2,9.0145235
2130,6,7.8341503
2131,0,1.5179864
2132,1,2.409275
2133,4,2.5232413
2134,0,1.9149244
2135,73,75.065704
2136,2,0.90483683
2137,4,6.49838
2138,0,6.4712214
2139,6,6.572152
2140,1,0.30455744
2141,0,1.2408974
2142,1,1.3990486
2143,0,1.1978202
2144,0,1.2182741
2145,0,2.6441689
2146,2,1.1129953
2147,0,2.1308365
2148,1,1.1830987
2149,2,3.1317153
2150,2,0.5116528
2151,0,4.6889405
2152,1,1.8712914
2153,2,0.22617888
2154,2,2.3042967
2155,2,2.502591
2156,0,0.0
2157,1,2.2099938
2158,1,2.519967
2159,1,0.6718561
2160,0,2.588448
2161,0,1.484958
2162,0,0.27550638
2163,2,3.750112
2164,2,2.5659618
2165,0,2.2789376
2166,0,2.1071973
2167,2,2.0679317
2168,2,2.0813372
2169,2,1.7189977
2170,4,5.6056247
2171,0,2.5453496
2172,3,1.7537135
2173,0,0.7880216
2174,0,1.0285423
2175,1,2.0642085
2176,5,2.9369373
2177,2,2.93001
2178,0,1.4121821
2179,2,4.814566
2180,1,2.0151868
2181,0,1.4887592
2182,1,1.9795487
2183,0,4.854178
2184,1,2.463269
2185,3,5.880988
2186,0,2.3308797
2187,0,1.9799523
2188,5,4.514336
2189,1,1.8403049
2190,0,1.6024812
2191,0,2.5566
2192,1,2.5803318
2193,2,2.2610245
2194,2,2.7716086
2195,1,3.8768153
2196,0,2.232256
2197,2,3.685112
2198,0,1.9450996
2199,1,1.3544526
2200,1,1.5337468
2201,2,5.316738
2202,1,5.9888544
2203,0,1.4832311
2204,1,6.3809814
2205,0,1.3204324
2206,0,1.5919855
2207,0,1.5439539
2208,2,5.9514065
2209,5,6.743779
2210,1,1.7954788
2211,11,8.130103
2212,0,2.0061574
2213,2,1.7544103
2214,2,2.9858575
2215,1,2.964879
2216,3,4.7686415
2217,1,2.6986008
2218,2,3.2119575
2219,1,2.3922973
2220,0,1.4245667
2221,0,1.9688306
2222,1,1.7996261
2223,1,3.3651514
2224,0,2.0791817
2225,4,3.5613356
2226,1,1.9907806
2227,0,2.0711045
2228,5,4.717
2229,0,0.9973819
2230,0,1.6301043
2231,1,1.5859883
2232,1,2.1382704
2233,0,1.6930726
2234,1,4.0271935
2235,0,2.7483096
2236,2,4.2308545
2237,1,1.1575019
2238,0,1.3628106
2239,2,2.170543
2240,0,1.4942191
2241,0,1.9094052
2242,0,0.93124634
2243,2,0.87302834
2244,0,1.787247
2245,0,1.2820427
2246,2,1.747123
2247,0,0.7982774
2248,0,0.9540905
2249,0,0.58874196
2250,0,1.742477
2251,2,1.6743569
2252,4,6.5810785
2253,0,1.1203752
2254,0,1.5796204
2255,0,1.0866345
2256,0,1.1863197
2257,0,1.3208104
2258,0,0.82513297
2259,0,2.4053912
2260,1,4.134316
2261,1,0.8068265
2262,1,1.6732917
2263,1,3.8256001
2264,3,5.4130526
2265,1,1.4906133
2266,0,2.765493
2267,1,1.6953143
2268,0,3.0509305
2269,1,0.9797883
2270,0,2.261043
2271,0,2.7768779
2272,2,1.7370877
2273,8,4.1993685
2274,0,3.9322433
2275,14,15.556984
2276,0,2.2573287
2277,5,6.8660965
2278,0,1.5559306
2279,1,1.5201857
2280,0,2.920423
2281,2,2.4228175
2282,1,2.2214146
2283,0,1.4510527
2284,0,1.5487928
2285,2,4.50304
2286,0,1.5224754
2287,0,3.7307992
2288,0,1.6291462
2289,0,0.0
2290,0,2.9660766
2291,7,6.138247
2292,0,1.7063236
2293,1,1.2086183
2294,1,0.5988452
2295,0,0.40242755
2296,8,6.7344356
2297,2,3.5431385
2298,0,1.3794438
2299,0,1.1546326
2300,3,4.8577175
2301,2,1.2722746
2302,0,2.9859853
2303,1,1.9864703
2304,4,2.6284451
2305,1,0.9157576
2306,2,6.23124
2307,4,3.952497
2308,2,2.092415
2309,1,0.20171559
2310,0,0.0
2311,3,0.64223766
2312,0,1.4904488
2313,4,1.1732312
2314,1,2.1552289
2315,0,1.8674071
2316,3,3.4988592
2317,0,3.5038738
2318,3,5.1570435
2319,2,3.385623
2320,2,2.1724355
2321,30,15.390157
2322,209,209.33168
2323,2,1.8300191
2324,10,8.282951
2325,4,2.4635856
2326,1,4.5520115
2327,0,1.7320306
2328,0,1.9303762
2329,0,1.5989021
2330,1,2.291782
2331,0,2.0165288
2332,2,2.1374998
2333,4,2.016119
2334,1,1.9010775
2335,0,1.6070778
2336,0,1.9256535
2337,1,2.1849217
2338,1,1.8961492
2339,0,1.5920881
2340,0,1.2658372
2341,3,2.9532096
2342,2,2.020104
2343,1,1.7312167
2344,13,6.696249
2345,5,5.4557314
2346,1,2.1949663
2347,2,1.8413436
2348,1,1.6659073
2349,0,1.6198447
2350,1,2.568221
2351,0,1.60268
2352,0,2.5191236
2353,0,2.3070292
2354,1,1.511175
2355,0,1.6563736
2356,2,1.6331651
2357,1,2.9836845
2358,0,1.6059346
2359,2,2.648961
2360,0,1.989866
2361,3,5.922793
2362,1,2.0080986
2363,3,4.3622212
2364,0,1.3992647
2365,0,1.8886886
2366,3,6.2513204
2367,2,2.1906734
2368,0,2.3588052
2369,0,2.3251228
2370,0,4.092691
2371,1,3.0681186
2372,0,3.0982337
2373,0,2.8678606
2374,0,3.7774076
2375,1,1.8284998
2376,1,2.6358929
2377,1,3.1249588
2378,5,4.8998823
2379,5,2.623279
2380,0,2.8127995
2381,1,3.4420218
2382,0,4.079329
2383,0,1.5204725
2384,0,1.8231292
2385,0,4.001699
2386,1,1.9286493
2387,0,1.3275497
2388,2,6.291184
2389,0,1.3548167
2390,22,10.171296
2391,0,1.1564515
2392,1,2.7603583
2393,0,2.0543203
2394,1,1.025636
2395,0,1.0586871
2396,2,1.8528185
2397,1,1.1182877
2398,0,1.0873777
2399,0,1.0953401
2400,3,1.1851876
2401,0,1.0973818
2402,0,2.7049227
2403,1,1.0557165
2404,1,1.0609028
2405,1,1.0409
2406,0,1.0121068
2407,4,5.859528
2408,0,0.7346632
2409,1,0.807518
2410,0,1.0320309
2411,1,1.0068135
2412,3,1.0001315
2413,5,5.0358157
2414,1,1.0889046
2415,0,0.7636827
2416,0,1.2390034
2417,1,1.2544478
2418,1,1.2002027
2419,0,1.199443
2420,3,1.422978
2421,0,1.332876
2422,1,1.2728558
2423,0,1.542947
2424,1,1.3606192
2425,0,1.2865618
2426,0,1.2496015
2427,2,1.3810195
2428,0,2.3527346
2429,0,1.2580869
2430,0,1.3404547
2431,0,1.4369395
2432,0,1.3118738
2433,7,11.889264
2434,11,10.810134
2435,6,8.139063
2436,3,2.2441874
2437,0,3.1139464
2438,0,1.7892435
2439,3,5.44154
2440,12,7.179703
2441,0,1.9019165
2442,2,2.1511974
2443,4,5.5370784
2444,1,2.1269681
2445,1,2.9730363
2446,10,7.6757026
2447,3,4.7657013
2448,1,2.3472695
2449,7,5.7368436
2450,1,2.7419248
2451,1,1.3238808
2452,13,10.735814
2453,5,3.7230787
2454,5,9.085331
2455,1,0.97028077
2456,3,1.0143354
2457,0,0.8873856
2458,2,0.8777396
2459,0,0.90927535
2460,2,5.7741423
2461,0,1.1130822
2462,2,1.2878674
2463,3,4.348005
2464,4,3.719551
2465,3,2.609561
2466,1,2.1918118
2467,6,7.4988236
2468,5,7.592756
2469,1,1.9552922
2470,1,4.719904
2471,0,1.4598248
2472,0,3.074435
2473,15,7.2050934
2474,5,3.8066368
2475,3,1.169651
2476,1,1.0493007
2477,4,6.2924414
2478,0,1.0383041
2479,2,0.9075779
2480,2,1.089695
2481,2,1.105919
2482,0,0.9907352
2483,1,1.2687284
2484,1,1.1662196
2485,0,1.2656647
2486,3,4.3432064
2487,21,10.451373
2488,0,1.1384672
2489,0,1.2815473
2490,1,1.2562437
2491,1,1.2355609
2492,0,1.2287312
2493,5,2.9770126
2494,2,1.2386836
2495,2,1.4971765
2496,0,1.3713863
2497,3,1.6297544
2498,4,6.928566
2499,173,194.26537
2500,0,3.9975147
2501,0,2.1806314
2502,1,3.3634276
2503,4,3.941886
2504,4,7.4356213
2505,3,4.632117
2506,3,4.7339916
2507,1,2.7238145
2508,0,1.6962652
2509,3,5.395628
2510,1,2.7544672
2511,5,9.098746
2512,2,4.9955487
2513,1,2.6211123
2514,2,2.4494596
2515,0,1.896646
2516,2,2.6125107
2517,0,2.9376667
2518,4,8.632937
2519,4,7.53911
2520,0,1.4254105
2521,1,4.9768896
2522,1,2.6086314
2523,0,1.33053
2524,1,1.4591075
2525,2,3.425284
2526,1,1.3490345
2527,1,3.0039883
2528,1,1.2709302
2529,1,1.3420405
2530,7,8.07958
2531,4,4.455158
2532,0,2.1257915
2533,3,3.4682043
2534,0,2.6792204
2535,2,3.1384168
2536,0,2.0756993
2537,0,2.4606364
2538,2,8.69928
2539,2,2.369235
2540,0,2.0642936
2541,0,1.9492803
2542,4,5.7949085
2543,0,1.6689407
2544,1,2.3245661
2545,1,2.4020414
2546,1,2.459864
2547,2,2.2527072
2548,0,1.8951926
2549,0,2.6925433
2550,2,2.918765
2551,0,1.967488
2552,6,6.952924
2553,0,3.3783457
2554,4,8.0827675
2555,1,2.2505774
2556,3,8.311347
2557,7,8.974549
2558,0,1.7560377
2559,0,2.9065893
2560,3,2.9474516
2561,0,2.0528321
2562,64,72.22682
2563,0,0.47511184
2564,8,6.218534
2565,0,6.086772
2566,4,6.163755
2567,2,0.0
2568,0,1.248717
2569,2,1.7164624
2570,0,1.3886071
2571,0,1.269486
2572,2,2.719394
2573,2,0.6281098
2574,1,2.2625291
2575,0,1.2123224
2576,1,2.8951845
2577,1,0.09254861
2578,1,4.0315785
2579,1,1.6562886
2580,3,0.1412003
2581,2,1.9917712
2582,0,2.1300087
2583,0,0.0
2584,0,1.8743742
2585,1,2.1059947
2586,2,1.189236
2587,5,2.139317
2588,0,1.3713259
2589,0,0.4717083
2590,1,2.8847694
2591,1,2.00062
2592,0,1.9751333
2593,2,1.8753985
2594,1,2.9509168
2595,3,2.882084
2596,1,2.7632585
2597,4,6.3445363
2598,2,2.3062835
2599,1,2.6473231
2600,1,1.0549121
2601,0,1.2963212
2602,1,1.8324174
2603,3,3.7611852
2604,4,3.4889798
2605,0,1.5567099
2606,4,4.4430704
2607,2,2.1015759
2608,1,1.5440772
2609,1,1.6039057
2610,3,5.442797
2611,0,2.073285
2612,0,5.9371147
2613,2,2.3997126
2614,0,1.3215555
2615,6,3.7975216
2616,0,1.4285326
2617,1,1.0663793
2618,0,2.657971
2619,0,1.7228389
2620,2,2.5020077
2621,1,1.9602442
2622,3,2.3272586
2623,0,1.5602002
2624,3,2.8829565
2625,0,1.7274725
2626,0,1.2617904
2627,1,2.0432425
2628,1,4.93701
2629,1,5.4578023
2630,0,1.996069
2631,7,7.0832253
2632,0,1.2681391
2633,1,2.178864
2634,1,1.6039362
2635,2,5.6345634
2636,7,6.14144
2637,0,1.6837612
2638,12,8.198665
2639,2,2.0142162
2640,1,1.8620808
2641,1,2.4902225
2642,1,2.6963952
2643,4,4.9549885
2644,0,2.4760456
2645,2,3.4222224
2646,2,3.1191962
2647,0,1.5355424
2648,0,1.8859395
2649,0,1.7944334
2650,4,3.3717299
2651,0,2.0786426
2652,0,3.279091
2653,2,1.7464628
2654,0,1.983387
2655,3,5.8091908
2656,0,1.6495619
2657,2,1.4285247
2658,0,1.3978411
2659,0,1.9650879
2660,1,1.469628
2661,0,5.0540876
2662,0,2.397745
2663,4,4.596853
2664,2,1.0356002
2665,0,1.2214273
2666,1,4.0332966
2667,1,1.3346677
2668,3,1.971113
2669,0,0.92461604
2670,1,0.8843805
2671,4,1.5500929
2672,1,1.366893
2673,2,1.874668
2674,1,0.7953648
2675,0,0.8839977
2676,0,0.6335212
2677,0,1.3822975
